artid,catid,"art_name","art_name_eng","art_details","art_details_eng",art_price,id_ext,"ref",stock,"date",escaparate
1968,190,"Recipiente de cobre","","Recipiente de cobre de 3cm (Precio por unidad)","",4.3,1,"13M66101  ",3,"6, 04, 2017",0
1969,190,"Recipiente de cobre","","Recipiente de cobre de 1.5 cm (Precio por unidad) ","",3.2,1,"13M66100 ",3,"6, 04, 2017",0
1970,190,"Juego de 3 cazos","","Juego de 3 cazos de cobre de 3cms","",3.5,1,"13M68307 ",3,"6, 04, 2017",0
1971,190,"Parilla de 5.5cm","","Parilla de metal de 5.5cm","",2.5,1,"13M66413 ",3,"6, 04, 2017",0
1972,190,"Bol y espumadera","","Bol y espumadera de 4cm","",3,1,"13M68337 ",3,"6, 04, 2017",0
1973,212,"Llamador de 1.5cm","","Llamador de metal de 1.5cm","",4.9,1,"13M66497 ",3,"6, 04, 2017",0
1974,231,"Labrador con peana","","Labrador moderno con peana de pl·stico de 3cms","",3.9,1,"13P31661 ",3,"6, 04, 2017",0
1975,231,"Carreta de bueyes","","Carreta de bueyes de pl·stico de 5cm.","",5.4,1,"13P31665 ",3,"6, 04, 2017",0
1976,231,"Carreta con burra","","Carreta con burra de pl·stico de 3cms.","",3.4,1,"13P31667 ",3,"6, 04, 2017",0
1977,231,"Labrador con peana(2","","Labrador moderno con peana de pl·stico de 5cms.","",4.5,1,"13P31662 ",3,"6, 04, 2017",0
1978,231,"Misterio de 1.5cm","","Misterio + 2 pastores de pl·stico de 1.5cm","",5.5,1,"13P31622  ",3,"6, 04, 2017",0
1979,231,"Misterio de 3cm","","Misterio de pl·stico de 3cms","",4.9,1,"13P31623 ",3,"6, 04, 2017",0
1980,231,"4 Pastores de 3cm","","Bolsas surtidas de 4 pastores de 3 cm de pl·stico","",4.9,1,"13P31610 ",3,"6, 04, 2017",0
1981,206,"Gato dormido grande","","Gato de resina 4cm dormido en cesta","",3.3,1,"2500824    ",3,"7, 04, 2017",0
1982,231,"Reyes a camello 3cms","","Reyes a camello con pajes de pl·stico de 3cms","",9.4,1,"13P31670",5,"8, 04, 2017",0
1983,231,"AnunciaciÛn de 3cms","","AnunciaciÛn de pl·stico de 3cms.","",4.4,1,"13P31651 ",5,"8, 04, 2017",0
1984,231,"Misterio de 5cms","","Misterio de pl·stico de 5cms","",6,1,"13P31625",5,"8, 04, 2017",0
1985,231,"Reyes adorando 5cms","","Reyes adorando de pl·stico de 5cms","",3.4,1,"13P31687",5,"8, 04, 2017",0
1986,231,"Reyes a camello 5cms","","Reyes a camello con pajes de pl·stico de 5cms","",10.9,1,"13P31671",5,"8, 04, 2017",0
1987,231,"AnunciaciÛn de 5cms","","AnunciaciÛn de pl·stico de 5cms","",6.2,1,"13P31652",5,"8, 04, 2017",0
1988,231,"Huida a Egipto 5cms","","Huida a egipto de pl·stico de 5cms","",3.4,1,"13P31692",5,"8, 04, 2017",0
1989,231,"NiÒo con burro 5cms","","NiÒo con burro de pl·stico de 5cms","",2.5,1,"13P31656",5,"8, 04, 2017",0
1990,231,"Arrieros con camello","","Arrieros con camello de pl·stico de 5cms","",3.2,1,"13P31657",5,"8, 04, 2017",0
1991,231,"Pastor de 5cm","","Pastor de 5cms de pl·stico.","",1.6,1,"13P31800 ",5,"8, 04, 2017",0
1992,231,"Pastor de 5cm","","Pastor de 5cms de pl·stico.","",1.6,1,"13P31801",5,"8, 04, 2017",0
1993,231,"Pastor de 5cm","","Pastor de 5cms de pl·stico.","",1.6,1,"13P31802",5,"8, 04, 2017",0
1994,231,"Pastor de 5cm","","Pastor de 5cms de pl·stico.","",1.6,1,"13P31803",5,"8, 04, 2017",0
1995,231,"Pastor de 5cm","","Pastor de 5cms de pl·stico.","",1.6,1,"13P31804",5,"8, 04, 2017",0
1996,231,"Pastor de 5cm","","Pastor de 5cms de pl·stico.","",1.6,1,"13P31805",5,"8, 04, 2017",0
1997,231,"Pastor de 5cm","","Pastor de 5cms de pl·stico.","",1.6,1,"13P31806",5,"8, 04, 2017",0
1998,231,"Pastor de 5cm","","Pastor de 5cms de pl·stico.","",1.6,1,"13P31807",5,"8, 04, 2017",0
1999,231,"Pastor de 5cm","","Pastor de 5cms de pl·stico.","",1.6,4,"13P31808",5,"8, 04, 2017",0
2000,231,"Pastor de 5cm","","Pastor de 5cms de pl·stico.","",1.6,1,"13P31809",5,"8, 04, 2017",0
2001,231,"Pastor de 5cm","","Pastor de 5cms de pl·stico.","",1.6,1,"13P31810",5,"8, 04, 2017",0
2002,231,"Pastor de 5cm","","Pastor de 5cms de pl·stico.","",1.6,1,"13P31811",5,"8, 04, 2017",0
2003,231,"Pastor de 5cm","","Pastor de 5cms de pl·stico.","",1.6,1,"13P31812",5,"8, 04, 2017",0
2004,231,"Pastor de 5cm","","Pastor de 5cms de pl·stico.","",1.6,1,"13P31813",5,"8, 04, 2017",0
2005,231,"Pastor de 5cm","","Pastor de 5cms de pl·stico.","",1.6,1,"13P31820",5,"8, 04, 2017",0
2006,231,"Pastor de 5cm","","Pastor de 5cms de pl·stico.","",1.6,1,"13P31814",5,"8, 04, 2017",0
2007,231,"Pastor de 5cm","","Pastor de 5cms de pl·stico.","",1.6,1,"13P31815",5,"8, 04, 2017",0
2008,231,"Pastor de 5cm","","Pastor de 5cms de pl·stico.","",1.6,1,"13P31816",5,"8, 04, 2017",0
2009,231,"Pastor de 5cm","","Pastor de 5cms de pl·stico.","",1.6,1,"13P31817",5,"8, 04, 2017",0
2010,231,"Pastor de 5cm","","Pastor de 5cms de pl·stico.","",1.6,1,"13P31818",5,"8, 04, 2017",0
2011,231,"Cagon de 5cm","","Pastor caganes de 5cms de p·stico","",1.6,1,"13P31607",5,"8, 04, 2017",0
2012,231,"NiÒa con pato","","NiÒa con pato de 5cm de pl·stico","",1.6,1,"13P31819",5,"8, 04, 2017",0
2013,231,"Misterio de 7cm","","Misterio de pl·stico de 7cms","",9.5,1,"13P31627",5,"8, 04, 2017",0
2014,231,"¡ngel de 7cm","","¡ngel de 7cms de pl·stico.","",1.95,1,"13P31540",5,"8, 04, 2017",0
2015,231,"Reyes a camello 7cms","","Reyes a camello con pajes de 7 cms de pl·stico","",17.5,1,"13P31673",5,"8, 04, 2017",0
2016,231,"AnunciaciÛn de 7cms","","AnunciaciÛn de pl·stico de 7cms.","",9,1,"13P31653",5,"8, 04, 2017",0
2017,231,"Reyes adorando 7cms","","Reyes adorando de pl·stico de 7cms","",5.2,1,"13P31684",5,"8, 04, 2017",0
2018,231,"Pastor de 7cms","","Pastor de pl·stico de 7cms","",1.75,1,"13P31824",5,"8, 04, 2017",0
2019,231,"Pastor de 7cms","","Pastor de pl·stico de 7cms","",1.75,1,"13P31825",5,"8, 04, 2017",0
2020,231,"Pastor de 7cms","","Pastor de pl·stico de 7cms","",1.75,1,"13P31826",5,"8, 04, 2017",0
2021,231,"Pastor de 7cms","","Pastor de pl·stico de 7cms","",1.75,1,"13P31827",5,"8, 04, 2017",0
2022,231,"Pastor de 7cms","","Pastor de pl·stico de 7cms","",1.75,1,"13P31830",5,"8, 04, 2017",0
2023,231,"Pastor de 7cms","","Pastor de pl·stico de 7cms","",1.75,1,"13P31833",5,"8, 04, 2017",0
2024,231,"Pastor de 7cms","","Pastor de pl·stico de 7cms","",1.75,1,"13P31841",5,"8, 04, 2017",0
2025,231,"Pastor de 7cms","","Pastor de pl·stico de 7cms","",1.75,1,"13P31837",5,"8, 04, 2017",0
2026,231,"Pastor de 7cms","","Pastor de pl·stico de 7cms","",1.75,1,"13P31834",5,"8, 04, 2017",0
2027,231,"Pastor de 7cms","","Pastor de pl·stico de 7cms","",1.75,1,"13P31835",5,"8, 04, 2017",0
2028,231,"Pastor de 7cms","","Pastor de pl·stico de 7cms","",1.75,1,"13P31836",5,"8, 04, 2017",0
2029,231,"Pastor de 7cms","","Pastor de pl·stico de 7cms","",1.75,1,"13P31823",5,"8, 04, 2017",0
2030,231,"Pastor de 7cms","","Pastor de pl·stico de 7cms","",1.75,1,"13P31829",5,"8, 04, 2017",0
2031,231,"Pastor de 7cms","","Pastor de pl·stico de 7cms","",1.75,1,"13P31842",3,"18, 04, 2017",0
2032,231,"Pastor de 7cms","","Pastor de pl·stico de 7cms","",1.75,1,"13P31832",3,"18, 04, 2017",0
2033,231,"Pastor de 7cms","","Pastor de pl·stico de 7cms","",1.75,1,"13P31838",3,"18, 04, 2017",0
2034,231,"Pastor de 7cms","","Pastor de pl·stico de 7cms","",1.75,1,"13P31831",3,"18, 04, 2017",0
2035,231,"Pastor de 7cms","","Pastor de pl·stico de 7cms","",1.75,1,"13P31822",3,"18, 04, 2017",0
2036,231,"Pastor de 7cms","","Pastor de pl·stico de 7cms","",1.75,1,"13P31821",3,"18, 04, 2017",0
2037,231,"Pastor de 7cms","","Pastor de pl·stico de 7cms","",1.75,1,"13P31840",3,"18, 04, 2017",0
2038,231,"Pastor de 7cms","","Pastor de pl·stico de 7cms","",1.75,1,"13P31839",3,"18, 04, 2017",0
2039,231,"Pastor de 7cms","","Pastor de pl·stico de 7cms","",1.75,1,"13P31828",3,"18, 04, 2017",0
2040,231,"Herodes de 8cms","","Herodes de pl·stico de 8cms","",2.7,1,"13P31686",3,"18, 04, 2017",0
2041,231,"Romano a caballo ","","Romano a caballo de pl·stico para figuras de 8cms.","",6,1,"13P33011",3,"18, 04, 2017",0
2042,231,"Soldado romano 8cms","","Soldado romano de pl·stico de 8cms (Precio unidad)","",2.7,1,"13P31685",3,"18, 04, 2017",0
2043,231,"Misterio de 10cms","","Misterio de pl·stico de 10cms (Incluye 6 piezas)","",15,1,"13P31633",3,"18, 04, 2017",0
2044,231,"¡ngel de 10cms","","¡ngel de p·stico de 10cms","",3.2,1,"13P31541",3,"18, 04, 2017",0
2045,231,"Reyes a camello 10cm","","Reyes a camello de pl·stico de 10cms.","",30.8,1,"13P31632",3,"18, 04, 2017",0
2046,231,"Pastor de 10cms","","Pastor de pl·stico de 10cms.","",3.1,1,"13P31885",3,"18, 04, 2017",0
2047,231,"Pastor de 10cms","","Pastor de pl·stico de 10cms.","",3.1,1,"13P31886",3,"18, 04, 2017",0
2048,231,"Pastor de 10cms","","Pastor de pl·stico de 10cms.","",3.1,1,"13P31887",3,"18, 04, 2017",0
2049,231,"Pastor de 10cms","","Pastor de pl·stico de 10cms.","",3.1,1,"13P31888",3,"18, 04, 2017",0
2050,231,"Pastor de 10cms","","Pastor de pl·stico de 10cms.","",3.1,1,"13P31889",3,"18, 04, 2017",0
2051,231,"Pastor de 10cms","","Pastor de pl·stico de 10cms.","",3.1,1,"13P31896",3,"18, 04, 2017",0
2052,231,"Pastor de 10cms","","Pastor de pl·stico de 10cms.","",3.1,1,"13P31894",3,"18, 04, 2017",0
2053,231,"Pastor de 10cms","","Pastor de pl·stico de 10cms.","",3.1,1,"13P31895",3,"18, 04, 2017",0
2054,231,"Pastor de 10cms","","Pastor de pl·stico de 10cms.","",3.1,1,"13P31890",3,"18, 04, 2017",0
2055,231,"Pastor de 10cms","","Pastor de pl·stico de 10cms.","",3.1,1,"13P31891",3,"18, 04, 2017",0
2056,231,"Pastor de 10cms","","Pastor de pl·stico de 10cms.","",3.1,1,"13P31892",3,"18, 04, 2017",0
2057,231,"Pastor de 10cms","","Pastor de pl·stico de 10cms.","",3.1,1,"13P31893",3,"18, 04, 2017",0
2058,231,"Pastor de 10cms","","Pastor de pl·stico de 10cms.","",3.1,1,"13P31897",3,"18, 04, 2017",0
2059,231,"Pastor de 10cms","","Pastor de pl·stico de 10cms.","",3.1,1,"13P31898",3,"18, 04, 2017",0
2060,231,"Soldados romanos10cm","","Soldado romano de pl·stico de 10cms (Precio unidad)","",6.4,1,"13P33043",3,"19, 04, 2017",0
2061,231,"Herodes y romanos","","Herodes y soldados romanos de pl·stico de 10cms (Precio unidad)","",16.4,1,"13P33100",3,"19, 04, 2017",0
2062,231,"¡ngel volando ","","¡ngel volando de pl·stico","",2.8,1,"13P33096",3,"19, 04, 2017",0
2063,231,"¡ngel de pie","","¡ngel de pie de pl·stico","",2.6,4,"13P33095",3,"19, 04, 2017",0
2064,231,"Meon de 7cm","","Meon de pl·stico de 7cms","",2.7,1,"13P31604",3,"19, 04, 2017",0
2065,231,"Cagon de 6cm","","Cagon de pl·stico de 6cms","",1.5,1,"13P31624",3,"19, 04, 2017",0
2066,231,"Cagon de 8cm","","Cagon de pl·stico de 8cms","",1.95,1,"13P31690",3,"19, 04, 2017",0
2067,231,"Cagon de 7cm","","Cagon de pl·stico de 7cms","",1.6,1,"13P31619",3,"19, 04, 2017",0
2068,198,"Palmera de 23cms","","Palmera de pl·stico de 23cms.","",2.6,1,"13P31513 ",3,"19, 04, 2017",0
2069,198,"Palmera de 20cms","","Palmera de pl·stico de 20cms.","",2.45,1,"13P31512 ",3,"19, 04, 2017",0
2070,198,"Palmera de 20-14cm","","Palmera de pl·stico de 20cms y 14cm (Doble palmera)","",4,1,"13P31515 ",3,"19, 04, 2017",0
2071,198,"Palmera de 14cms","","Palmera de pl·stico de 14cms","",1.8,1,"13P31511 ",3,"19, 04, 2017",0
2072,198,"Palmera de 12cms","","Palmera de pl·stico de 12cms","",1.8,1,"13P31510   ",3,"19, 04, 2017",0
2073,198,"Triple palmera 23cm","","Triple palmera de pl·stico de 23cms","",8.2,1,"13P32014 ",3,"19, 04, 2017",0
2074,198,"Doble palmera 23cm","","Triple palmera de pl·stico de 23cms","",7,1,"13P32015 ",3,"19, 04, 2017",0
2075,198,"Palmera doble 19cm","","Palmera doble decorada de 19cm","",6,1,"13P32013 ",3,"19, 04, 2017",0
2076,198,"Maceta con palmera","","Maceta con palmera de 5cms","",2.5,1,"13C11724",5,"19, 04, 2017",0
2077,198,"Chumberas pl·stico","","Chumberas de pl·stico de 6cms.","",1.4,1,"13p31586 ",5,"24, 04, 2017",0
2078,198,"Parra con uvas","","Parra con uvas de pl·stico de 11X4X6cm","",6,1,"13C11234 ",5,"24, 04, 2017",0
2079,198,"¡rbol de pl·stico","","¡rbol de pl·stico de 12cms ","",2.5,1,"13C11112",5,"24, 04, 2017",0
2080,198,"Naranjo de pl·stico","","Naranjo de pl·stico de 12cms.","",4.6,1,"13C11110",5,"24, 04, 2017",0
2081,198,"Limonero de pl·stico","","Limonero de pl·stico de 12cms.","",4.6,1,"13C11117",5,"24, 04, 2017",0
2082,198,"Haya de pl·stico","","Haya con musgo de pl·stico de 18cms","",4.6,1,"13C11735",5,"24, 04, 2017",0
2083,202,"Puente curvo 25cms","","Puente curvo de pl·stico de 25cms ","",4,1,"13P31506",5,"24, 04, 2017",0
2084,202,"Puente curvo 20cms","","Puente curvo de pl·stico de 20cms ","",3.5,1,"13P31505",5,"24, 04, 2017",0
2085,202,"Puente curvo 15cms","","Puente curvo de pl·stico de 20cms ","",2.3,1,"13P31504",5,"24, 04, 2017",0
2086,202,"Puente curvo 10cms","","Puente curvo de pl·stico de 10cms ","",2.2,1,"13P31503",5,"24, 04, 2017",0
2087,202,"Fuente de resina ","","Fuente de resina de 11X10X11","",22,1,"13C13374",5,"24, 04, 2017",0
2088,202,"Fuente de resina ","","Fuente de resina de 17X13X12cms","",26,1,"13C13299",5,"24, 04, 2017",0
2089,202,"Fuente de resina ","","Fuente de resina de 16X14X12cms","",29,1,"13C13375",5,"24, 04, 2017",0
2090,202,"Fuente de resina ","","Fuente de resina de 16X14X13cms","",38,1,"13C13270",5,"24, 04, 2017",0
2091,202,"Casa noria corcho","","Casa de noria de corcho con bomba de 22X18X16cms","",46,1,"13C13373 ",5,"24, 04, 2017",0
2092,202,"Noria de corcho","","Noria de corcho de 20X16X14cms incluye bomba.","",39.5,1,"13C13297",5,"24, 04, 2017",0
2093,202,"RÌo curva pequeÒo","","RÌo curva pequeÒo de 40X19X12cms incluye bomba","",69.8,1,"13C13283",5,"24, 04, 2017",0
2094,202,"RÌo curva grande","","RÌo curva pequeÒo de 40X19X12cms incluye bomba","",79.8,1,"13C13284",5,"24, 04, 2017",0
2095,202,"RÌo de 24cms","","RÌo de corcho de 24cms","",45.8,1,"13C13371",5,"24, 04, 2017",0
2096,202,"RÌo de 18cms","","RÌo de corcho de 18cms. Incluye bomba.","",35,1,"13C13370",5,"24, 04, 2017",0
2097,191,"Cesto de costura","","Cesto de costura 5X3.5cm","",5.2,1,"13M69417 ",5,"24, 04, 2017",0
2098,206,"Jaula con pÔøΩjaro","","Jaula con pÔøΩjaro de 5cms","",5.7,1,"13M68336  ",5,"24, 04, 2017",0
2099,191,"CojÔøΩn de bolillos ","","CojÔøΩn de bolillos de 4cms","",2.8,1,"13M66524 ",5,"24, 04, 2017",0
2100,206,"Pajaro plumas","","PÔøΩjaro de 3cms de corcho y con plumas de colores","",0.8,1,"13M68253  ",5,"24, 04, 2017",0
2101,206,"Pajaro plumas","","PÔøΩjaro de 3cms de corcho y con plumas blacas","",0.8,1,"13M68252  ",5,"24, 04, 2017",0
2102,206,"Nido de pato","","Nido de pato de 3cms","",1,1,"13M68108",5,"24, 04, 2017",0
2103,206,"Pajaro con pelo","","PÔøΩjaro con pelo de 4cms.","",1,1,"13M68255 ",5,"24, 04, 2017",0
2104,192,"Nido de pÔøΩjaro","","Nido de pÔøΩjaro de 4cms","",0.8,1,"13M68250 ",5,"24, 04, 2017",0
2105,192,"Nido de pÔøΩjaro peq","","Nido de pÔøΩjaro de 3cms","",0.8,1,"13M68251 ",5,"24, 04, 2017",0
2106,232,"Jaula con gallina","","Jaula metalica con gallina de plastico  2.5cms","",2.8,1,"13M66532  ",5,"24, 04, 2017",0
2107,232,"Cesto con gallina","","Cesto con gallina plastico de 5cms","",3,1,"13M66418  ",5,"24, 04, 2017",0
2108,206,"Jaula con gallina","","Jaula con gallina de 5X5cms","",5.3,1,"13M68436 ",5,"24, 04, 2017",0
2109,242,"Camellero 20cms","","Camellero de 20 cms ","",134.5,1,"318   ",3,"10, 05, 2017",0
2110,215,"Camello carga 21cm","","Camello  de carga de 20 cms ","",209.5,1,"317  ",3,"10, 05, 2017",0
2111,243,"Doblando ropa 30cm","","Pastores doblando ropa de 30cm","",373.5,1,"072   ",3,"10, 05, 2017",0
2112,242,"San Fracisco de Asis","","San Francisco de Asis de 20 cms","",143.5,1,"378   ",3,"10, 05, 2017",0
2113,243,"Santa Casa 30cm","","Santa Casa de 30cms","",373.5,1,"081    ",3,"10, 05, 2017",0
2115,206,"Aguila de resina","","ÔøΩguila de resina de 3cms.","",1.5,1,"00624   ",5,"11, 05, 2017",0
2116,206,"Ciervo de resina","","Ciervo de resina de 6cms","",1.5,1,"0544 ",5,"11, 05, 2017",0
2117,206,"Cerdos de resina","","Cerdos de resina peque√±os 3cm ","",1.5,1,"0539  ",5,"11, 05, 2017",0
2118,206,"Cobra en cesto","","Cobra en cesto de 3cm","",1.8,1,"0595 ",5,"11, 05, 2017",0
2119,232,"Comadreja marrÛn","","Comadreja marrÛn de 3.5X2cm","",1.3,1,"0583 ",5,"11, 05, 2017",0
2120,206,"Conejo peque√±o ","","Conejo pequeÔøΩo de resina de 2cms","",1.3,1,"0520 ",5,"11, 05, 2017",0
2121,206,"Conejos en 3 colores","","Conejo pequeÔøΩo de resina de 3 cms, en 3 colores (Precio unidad)","",1.9,1,"00712 ",5,"11, 05, 2017",0
2122,206,"Conejo de resina","","Conejo de resina de dos medidas 2cm y 3cm ","",1.3,1,"00717 ",5,"11, 05, 2017",0
2123,206,"Cria de cisne","","Cria de cisne de resina de 1.5cm","",1.2,1,"0543 ",5,"11, 05, 2017",0
2124,206,"Erizo de resina","","Erizo de resina de 2.5cm","",1.5,1,"0541  ",5,"11, 05, 2017",0
2125,206,"Gallina blanca","","Gallina blanca de pie de de resina de 4cms","",2.3,1,"00791  ",5,"11, 05, 2017",0
2126,206,"Gallina marron crema","","Gallina de resina en pie color marron crema de 4cm","",2.3,1,"00792  ",5,"11, 05, 2017",0
2127,206,"Gallina picoteando","","Gallina de resina blanca picoteando de 4cms","",2.3,1,"00790  ",5,"11, 05, 2017",0
2128,206,"Gallina resina","","Gallina de resina de 4 cms","",2.3,1,"00793  ",5,"11, 05, 2017",0
2129,206,"Gato dormido grande","","Gato de resina dormido en cesta de mimbre de 4cm.","",3.3,1,"00824 ",5,"11, 05, 2017",0
2130,206,"Gato saliendo gatera","","Gato de resina saliendo de la gatera de 4cms","",3.5,1,"00746 ",5,"11, 05, 2017",0
2131,232,"JabalÌ marrÛn","","JabalÌ marrÛn de pl·stico ","",2,1,"0582",5,"11, 05, 2017",0
2132,206,"Gato resina peque√±o","","Gato de resina  de 2cms","",1.8,1,"0545   ",5,"11, 05, 2017",0
2133,206,"Gato resina mediano","","Gato de resina de 3cms","",2,1,"0545med   ",5,"11, 05, 2017",0
2134,206,"Nido 2 palomas","","Nido de resina de palomas de 2cms","",2,1,"00645 ",5,"11, 05, 2017",0
2135,206,"Oca de resina","","Oca blanca de resina de 3cms","",1.5,1,"0522 ",5,"11, 05, 2017",0
2136,206,"Perro echado ","","Perro echado de resina de 6.5cm","",4.5,1,"00820 ",5,"11, 05, 2017",0
2137,206,"Perro Fox Terrier","","Perro Fox Terrier en resina de 4cm","",3.8,1,"00816  ",5,"11, 05, 2017",0
2138,206,"Perro pata alzada","","Perro pata alzada de 3cm","",3.2,1,"00822  ",5,"11, 05, 2017",0
2139,206,"Pollito resina","","Pollitos de resina de 1.5cm (6 Posturas diferentes)","",1,1,"2012-00626 ",5,"11, 05, 2017",0
2140,232,"Rana verde","","Rana verde de pl·stico de 1cm","",0.5,1,"0593",5,"11, 05, 2017",0
2141,232,"Raton gris","","RatÔøΩn gris de 1cm (Precio unidad)","",0.5,1,"0594 ",5,"11, 05, 2017",0
2142,206,"Serpiente negra","","Cobra negra de 5cms","",1.5,1,"2011-00621 ",5,"11, 05, 2017",0
2143,206,"Serpiente cascabel","","Serpiente de cascabel de 5cms","",1.5,1,"2011-00622 ",5,"11, 05, 2017",0
2144,206,"Serpiente gris","","Serpiente gris de 5cms","",1.5,1,"2011-00623 ",5,"11, 05, 2017",0
2145,206,"Tejon de resina","","TejÔøΩn de resina de 2cms","",2,1,"00811 	 ",5,"11, 05, 2017",0
2146,206,"Tortuga grande","","Tortuga de resina de 3.5cm","",2.2,1,"0533  ",5,"11, 05, 2017",0
2147,232,"Zorro de pl·stico","","Zorro de pl·stico de 5X3cm","",2.3,1,"0592",5,"11, 05, 2017",0
2148,206,"Perro de resina","","Perro de resina (10 modelos)  de 3.5cm","",2.5,1,"0521  ",5,"11, 05, 2017",0
2149,206,"Pavo de resina","","Pavo de resina de 5cm y 3.5cm","",2.3,1,"0598 ",5,"11, 05, 2017",0
2231,192,"Cesta ovalada","","Cesta mimbre. Medidas de la base 4x3cm","",2,1,"0443",3,"27, 06, 2017",0
2232,192,"Cesta rejilla","","Cesta mimbre. Medidas de la base 3cm de diametro. 4cm de alto","",2.5,1,"0445",3,"27, 06, 2017",0
2230,192,"Cesta peque√±a","","Cesta mimbre 2 asas peque√±a. Medidas de la base 4x3cm","",1.5,1,"0442peq",3,"27, 06, 2017",0
2229,192,"Cesta mediana","","Cesta mimbre 2 asas mediana. Medidas de la base 5x4 cm.","",1.5,1,"0442  ",3,"27, 06, 2017",0
2162,206,"Oca de marmolina","","Gallina de marmolina de 15-21cm (3 posturas)","",2.7,1,"28363 ",7,"14, 06, 2017",0
2163,206,"Pato de marmolina","","Pato de marmolina de 10-12cm (2 posturas)","",1.9,4,"28058 ",7,"14, 06, 2017",0
2164,206,"Pato de marmolina","","Pato de marmolina de 15-21cm (2 posturas)","",2.7,4,"28358 ",7,"14, 06, 2017",0
2165,232,"Cerdo de durexina","","Cerdo de durexina de 8-12cm","",2,1,"00663",7,"14, 06, 2017",0
2166,206,"Cabra marmolina med","","Cabra de marmolina 10-12cm","",2.9,1,"28054 ",7,"14, 06, 2017",0
2167,206,"Cabra marmolina gr.","","Cabra de marmolina 15-21cm","",3.9,1,"28354  ",7,"14, 06, 2017",0
2168,232,"Oveja de durexina","","Oveja de durexina de 8cm","",1.7,1,"00522  ",7,"14, 06, 2017",0
2169,206,"Oveja de marmolina","","Oveja de marmolina de 8-10cm","",1.9,1,"28079  ",7,"14, 06, 2017",0
2170,206,"Oveja grande","","Oveja de resina para figuras de 15-21cm.","",3.9,1,"28352",1,"14, 06, 2017",0
2171,232,"oveja gr durexina","","oveja de durexina para figuras de 15 cm","",3.2,1,"00652 ",1,"14, 06, 2017",0
2172,206,"oveja mediana","","oveja de resina para figuras de 10-12cm","",2.8,1,"28052   ",1,"14, 06, 2017",0
2173,206,"Gato dormido mini","","Gato resina 2cm dormido en cesta ","",3.3,1,"824 ",3,"21, 06, 2017",0
2174,206,"Tortuga mini","","tortuga de resina 1cm","",1.5,1,"533 mini",3,"21, 06, 2017",0
2175,206,"Tortuga mediana","","tortuga de resina 2.5cm","",1.5,1,"533 med",3,"21, 06, 2017",0
2176,206,"Gato dormido mediano","","gato dormido de 3 cm. en cesta de mimbre ","",3.3,1,"824 med ",3,"21, 06, 2017",0
2177,206,"Gato grande","","gato grande 4 cm. 6 modelos. Precio unidad","",2,1,"545 gr. ",3,"21, 06, 2017",0
2180,232,"Mula durexina","","Mula para figuras de 8-12cm","",4,1,"627",3,"21, 06, 2017",0
2181,232,"Camello durexina","","Camello para figuras de 8-12cm","",4.2,1,"628",3,"21, 06, 2017",0
2182,232,"Vaca Durexina","","Vaca para figuras de 15 cm","",5.5,1,"655",3,"21, 06, 2017",0
2183,232,"Gallina Durexina","","gallinas para figuras de 8 a 12 cm","",1.7,1,"661",3,"21, 06, 2017",0
2184,232,"Oveja Durexina","","Ovejas para figuras de 8 a 12 cm","",1.9,1,"662",3,"21, 06, 2017",0
2185,232,"Cabra Durexina","","Cabra para figuras de 8 a 12 cm","",2,1,"664",3,"21, 06, 2017",0
2186,232,"Vaca Durexina","","Vaca para figuras de 8 a 12 cm","",4,1,"665 ",3,"21, 06, 2017",0
2187,232,"Ganso Durexina","","Ganso para figuras de 8 a 12 cm","",1.7,1,"671",3,"21, 06, 2017",0
2188,206,"Gallo mediano","","Gallo de marmolina para figuras de 10 a 12 cm","",1.9,1,"28050M",3,"21, 06, 2017",0
2189,206,"Gallo grande","","Gallo de marmolina para figuras de 15 a 21 cm","",2.7,1,"28350G",3,"21, 06, 2017",0
2190,206,"Gallina grande","","Gallina de marmolina para figuras de 15 a 21 cm","",2.7,1,"28351G",3,"21, 06, 2017",0
2191,206,"Gallina mediana","","Gallina de marmolina para figuras de 10 a 12 cm","",1.9,1,"28051M ",3,"21, 06, 2017",0
2192,206,"Cerdo mediano","","Cerdo de marmolina para figuras de 10 a 12 cm","",3.9,1,"28053M",3,"21, 06, 2017",0
2193,206,"Cerdo grande","","Cerdo de marmolina para figuras de 15 a 21 cm","",7,1,"28353",3,"21, 06, 2017",0
2194,206,"Vaca","","Vaca de marmolina para figuras de 10 a 12 cm","",5.5,1,"28055",3,"21, 06, 2017",0
2195,206,"Oca mediana","","Ganso de marmolina para figuras de 10 a 12 cm","",1.9,1,"28063M ",3,"21, 06, 2017",0
2196,206,"Gallina echada","","Gallina echada 2cm","",1.2,1,"524",3,"21, 06, 2017",0
2197,206,"Pajaros alambre","","Pajaros colores surtidos con alambre. Precio unidad","",1.2,1,"525",3,"21, 06, 2017",0
2198,206,"Cisne grande","","Cisne grande","",2.8,1,"542",3,"21, 06, 2017",0
2199,206,"Oveja","","Oveja resina 12 cm varias posturas. Precio unidad","",2.3,1,"750",3,"21, 06, 2017",0
2200,206,"Gato sentar","","Gato para poner sentado ","",4.5,1,"819",3,"21, 06, 2017",0
2201,206,"Cerdo mini","","Cerdo mini resina 1,25 cm.","",1,1,"612",3,"21, 06, 2017",0
