catid,artid,cat_name,art_details,art_name,ref,art_price
231,2027,Figura plástico clásica,Pastor de plástico de 7cms,Pastor de 7cms,13P31835,1.75
231,2028,Figura plástico clásica,Pastor de plástico de 7cms,Pastor de 7cms,13P31836,1.75
231,2029,Figura plástico clásica,Pastor de plástico de 7cms,Pastor de 7cms,13P31823,1.75
231,2030,Figura plástico clásica,Pastor de plástico de 7cms,Pastor de 7cms,13P31829,1.75
231,2031,Figura plástico clásica,Pastor de plástico de 7cms,Pastor de 7cms,13P31842,1.75
231,2032,Figura plástico clásica,Pastor de plástico de 7cms,Pastor de 7cms,13P31832,1.75
231,2033,Figura plástico clásica,Pastor de plástico de 7cms,Pastor de 7cms,13P31838,1.75
231,2034,Figura plástico clásica,Pastor de plástico de 7cms,Pastor de 7cms,13P31831,1.75
231,2035,Figura plástico clásica,Pastor de plástico de 7cms,Pastor de 7cms,13P31822,1.75
231,2036,Figura plástico clásica,Pastor de plástico de 7cms,Pastor de 7cms,13P31821,1.75
231,2037,Figura plástico clásica,Pastor de plástico de 7cms,Pastor de 7cms,13P31840,1.75
231,2038,Figura plástico clásica,Pastor de plástico de 7cms,Pastor de 7cms,13P31839,1.75
231,2039,Figura plástico clásica,Pastor de plástico de 7cms,Pastor de 7cms,13P31828,1.75
231,2040,Figura plástico clásica,Herodes de plástico de 8cms,Herodes de 8cms,13P31686,2.7
231,2041,Figura plástico clásica,Romano a caballo de plástico para figuras de 8cms.,Romano a caballo ,13P33011,6
231,2042,Figura plástico clásica,Soldado romano de plástico de 8cms (Precio unidad),Soldado romano 8cms,13P31685,2.7
231,2043,Figura plástico clásica,Misterio de plástico de 10cms (Incluye 6 piezas),Misterio de 10cms,13P31633,15
231,2044,Figura plástico clásica,Ángel de pástico de 10cms,Ángel de 10cms,13P31541,3.2
231,2045,Figura plástico clásica,Reyes a camello de plástico de 10cms.,Reyes a camello 10cm,13P31632,30.8
231,2046,Figura plástico clásica,Pastor de plástico de 10cms.,Pastor de 10cms,13P31885,3.1
231,2047,Figura plástico clásica,Pastor de plástico de 10cms.,Pastor de 10cms,13P31886,3.1
231,2048,Figura plástico clásica,Pastor de plástico de 10cms.,Pastor de 10cms,13P31887,3.1
231,2049,Figura plástico clásica,Pastor de plástico de 10cms.,Pastor de 10cms,13P31888,3.1
231,2050,Figura plástico clásica,Pastor de plástico de 10cms.,Pastor de 10cms,13P31889,3.1
